image_url,transcription,translation
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00398.JPG,"**
(Left page)
Płakali, - płakali - płakali. -
I coraz goręcej już brakło im tchu...
cisnęli się, pchali, gdzie jesteś ?...
chodź tu! tu!
Jue modlitwę! ja padam! uciekać stąd!
przepuśćcie!
Na B-ga! My litość! nie duście!
nie duście!
Mateńko! Mateńko! dlaczego tak
ciemno?
B-że litościwy! zlituj się nade mną!
cisnęli się pchali, patrzeli z za krat
Już obok mkną pędził utracony
świat...
I nagle ktoś młody w rozpaczy
obłędzie
Podirwał się skoczył, a pociąg
wciąż pędził
I krzyk tylko został... rozwalone drzwi
Na szynach się wiła wąska smuga
krwi...

(Right page)
Godziny mijały, pot z czoła osiadał
Lęk dziki, szalony w ich dusze się
wkradł
Wiedzieli, wiedzieli, jest stacja nieznana
Los cichy, cienisty, jasna polana,
Ukryta w przepastnej stężonej
gęstwinie
I śmierć czyha złowroga w smukłym
kominie...
Krematorium Jeroz. 1943 R.Z.
Oto jest nowoczesna maszyna
doskonała
Naciskasz guzik i zaraz przewód
z prądem się łączy.
Wtedy koło zawrotnie szybko się
kręcić zaczyna
A, właściwie przestaje - - - -
Krzyk... i wszystko się kończy...
Lipsk 1944","**
(עמוד שמאל)
בכו, - בכו - בכו. -
ונהיה חם יותר ויותר, כבר נעתקה נשימתם...
נלחצו, דחפו, איפה את?...
בואי הנה! הנה!
איזו תפילה! אני נופל! לברוח מכאן!
תנו לעבור!
למען ה'! רחמים עלינו! אל תחנקו!
אל תחנקו!
אמא'לה! אמא'לה! למה כל כך
חשוך?
אלוהים רחום! רחם עליי!
נלחצו ודחפו, הביטו מבעד לסורגים
כבר חולף לידם הדהירה של עולם
אבוד...
ופתאום מישהו צעיר בטירוף של
ייאוש
קפץ ממקומו, זנק, והרכבת
המשיכה לדהור
ורק צעקה נותרה... דלת פרוצה
על המסילה התפתל פס צר של
דם...""

(עמוד ימין)
שעות חלפו, זיעה התיישבה על המצח
פחד פראי, מטורף, התגנב לנשמתם
ידעו, ידעו, יש תחנה לא ידועה
גורל שקט, מוצל, קרחת יער בהירה,
חבויה בתוך סבך עמוק ודחוס
והמוות אורב מאיים בארובה
הדקה...
קרמטוריום ירוזולימסקה 1943, ר. ז.
זוהי מכונה מודרנית
מושלמת
לוחצים על כפתור ומיד המוליך
מתחבר לזרם.
אז הגלגל מתחיל להסתובב במהירות
מסחררת
ולמעשה מפסיק - - - -
צעקה... והכל נגמר...
ליפסק 1944"
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00399.JPG,"**
(Left page)
Roboty
Na wszystkie strony, na wszystkie
strony
Od Odry, po Ren, od Wisły do
Berlina
Rozgłoszą dzisiaj radia, głośniki,
mikrofony
Wielka nowina! Wielka nowina!
Wynalazek niebywały, szczyt techniki
i prostoty
Idealny, doskonały!
Prawdziwe żywe roboty!
Hallo! hallo! Hallo! hallo!
Pewnego zysku procent 100 (%)
Podejdźcie bliżej!
Proszę niech pan patrzy -
Wygląda jak człowiek, lecz to nic
nie znaczy
Bo nic nie wymaga, nic nie
kosztuje

(Right page)
Wciąż tylko pracuje pracuje, pracuje
Potrafi harować dokładnie, sumiennie
15-20 nawet godzin dziennie.
Za kromkę chleba, za łyżkę strawy.
Maximum tempa techniki wprawy
Schauen Sie bitte! Schauen Sie bitte!
Jakie to pilne i pracowite!
Herr Direktor! Herr Werk führer!
Herr Comandant! Herr Inżynier
Dzisiaj zaczyna przemysł nasz, wiek
złoty!
Wiwat niech żyją nowe roboty!!!
Pan pytasz czy nie psują się
nasze maszyny
I to czasem bywa -
Defektu przyczyna, gdy w robocie
ozwie się serce lub dusza
Lecz to jest drobnostka,
Niech się pan nie wzrusza, -
Naprawa tak łatwa, uprost trud
uwierzyć!","**
(עמוד שמאל)
רובוטים
לכל הכיוונים, לכל ה-
צדדים
מהאודר ועד הריין, מהוויסלה עד
ברלין
יכריזו היום הרדיו, הרמקולים,
המיקרופונים
בשורה גדולה! בשורה גדולה!
המצאה חסרת תקדים, שיא הטכנולוגיה
והפשטות
אידיאלי, מושלם!
רובוטים חיים אמיתיים!
הלו! הלו! הלו! הלו!
מאה אחוז רווח בטוח
בואו קרוב יותר!
בבקשה, אדוני, הבט -
זה נראה כמו אדם, אבל זה לא אומר
כלום
כי הוא לא דורש כלום, הוא לא
עולה כלום

(עמוד ימין)
הוא רק כל הזמן עובד, עובד, עובד
הוא מסוגל לעבוד בפרך בדייקנות, בחריצות
אפילו 15-20 שעות ביום.
עבור פרוסת לחם, עבור כף תבשיל.
קצב מקסימלי, מיומנות טכנית
ראו נא! ראו נא! (בגרמנית)
כמה זה שקדן וחרוץ!
אדון מנהל! אדון מנהל עבודה!
אדון מפקד! אדון מהנדס
היום מתחילה התעשייה שלנו, תור
הזהב!
הידד, יחי הרובוטים החדשים!!!
אתה שואל, אדוני, אם המכונות שלנו
אינן מתקלקלות
גם זה קורה לפעמים -
הסיבה לתקלה היא כשבזמן העבודה
משמיעים קול הלב או הנשמה
אבל זה דבר פעוט,
אל תתרגש, אדוני, -
התיקון כל כך קל, פשוט קשה
להאמין!"""
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00400.JPG,"**
(Left page)
Wystarczy zwyczajnie tylko w pysk
uderzyć
Zbić ciało kańczugiem, raz nie
dać jedzenia
Już znów pracuje, już gna bez
wytchnienia
Już przerwę nadrobi, nie ma
żadnych strat.
Słowem to ideał, maszyna bez
wad!
Lecz wiedz!!!
Dzień przyjdzie nagle bez przyczyny
Odpoczną roboty, zamilkną maszyny
Bo głos w nich ryczy, głos strasz-
ny tęsknoty
Do życia się budzą - strajkują
roboty
Jak boleść w nich szlocha,
Jak rozpacz w nich krzyczy
I ruszą tęsknotą smagani jak
biczem

(Right page)
Po miastach spokojnych, po cichych
ulicach
Tłum sunie złowrogi, jak zła nawał-
nica
Idziemy ponurzy, obłędni straceńcy
W szaleństwie swym dzicy, w szaleń-
stwie swym święci
Aż staną przed światem rzesze
obłąkane
Nienawiścią dyszą, strasznie,
bezlitośnie
A na wargi spieczone, na wargi
zczerniałe
Jak krew - krzyk wytryśnie -
Wolności
K.Z. Lipsk II 1945 r.","**
(עמוד שמאל)
מספיק פשוט לתת לו מכה
בפנים
להכות את הגוף בשוט, פעם אחת לא
לתת אוכל
וכבר הוא שוב עובד, כבר הוא רץ ללא
הפוגה
כבר יפצה על ההפסקה, אין
שום הפסדים.
במילה אחת זה האידיאל, מכונה ללא
פגמים!
אבל דע לך!!!
יום יבוא פתאום ללא סיבה
הרובוטים ינוחו, המכונות ישתתקו
כי קול שואג בהם, קול נורא
של געגוע
הם מתעוררים לחיים - הרובוטים
שובתים
כאשר הכאב מתייפח בהם,
כאשר הייאוש צועק בהם
והם יצאו לדרך, מצליפים בגעגוע כמו
בשוט""

(עמוד ימין)
בעיירות השלוות, ברחובות השקטים
ההמון נע מאיים, כסופה רעה
אנחנו צועדים קודרים, אובדניים מטורפים
פראיים בטירופנו, קדושים בטירו-
פנו
עד שיעמדו בפני העולם המונים
מטורפים
נושפים שנאה, בנוראות,
ללא רחם
ועל השפתיים הלוהטות, על השפתיים
המושחרות
כמו דם - צעקה תפרוץ -
חירות
מחנה ריכוז ליפסק, פברואר 1945."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00401.JPG,"**
(Left page)
Do narodu niem.
Wy śpicie? ...
Stary świat z hukiem wali się
dookoła
Wolność się zbliża; wzywa Was!
woła - słyszycie?
Słyszycie jak drży i tętni rytmem
Marsylianki
Jej blaskiem płonie gwardia
czerwona!
Jej siłą pchane prą sowieckie
Tanki!
Wy jej nie chcecie? - przyjdzie nie
proszona.
W darze przynosząc Wam życie.
A wy głupcy... śpicie?
Więc zbudźcie się!!!
Na jej przyjęcie serca przygotujcie
Niechaj równo biją rytmem
Marsylianki

(Right page)
I wrota dusz Waszych szeroko
otwórzcie!
Jak kochanek drzwi domu na przy-
jęcie kochanki
Nie chcecie wolności B-żego daru?
Boją się jej blasku ciemne białe oczy?
Wy się lękacie czerwieni sztandaru?
Wszak krew jest czerwieńsza
W której świat dziś broczy...
Więc zbudźcie się!!!
Hej dalej naprzód pierwsi robotni[cy]
Wszak na rogu każdej niemieckiej
ulicy
Stoi bestia, którą dziś zburzyć
należy!
Mocną, twardą pięścią w wrota
jej uderzyć.
I bramy wyważyć!!!
Hej, dalej naprzód, kto pierwszy
się waży","**
(עמוד שמאל)
אל העם הגרמני.
אתם ישנים? ...
העולם הישן קורס ברעש
מסביב
החירות מתקרבת; היא קוראת לכם!
קוראת - אתם שומעים?
האם אתם שומעים כיצד היא רועדת ופועמת בקצב
המרסייז
בזוהרה בוער המשמר
האדום!
בכוחה נדחפים הטנקים
הסובייטיים!
אינכם רוצים בה? - היא תבוא ללא
הזמנה.
ותביא לכם חיים במתנה.
ואתם טיפשים... ישנים?
אז התעוררו!!!
הכינו את הלבבות לקראתה
שיפעמו בקצב אחיד של
המרסייז

(עמוד ימין)
ופתחו את שערי נשמותיכם לרווחה!
כמאהב הפותח את דלת הבית לק-
ראת אהובתו
אינכם רוצים בחירות, מתת האל?
האם העיניים הלבנות הכהות מפחדות מזוהרה?
האם אתם חוששים מאדמומיות הדגל?
הרי הדם אדום יותר
שבו העולם מתבוסס היום...
אז התעוררו!!!
היי, הלאה קדימה, ראשוני הפועלים
הרי בפינה של כל רחוב
גרמני
עומדת מפלצת, שיש להרוס היום!
באגרוף חזק וקשה הכה בשעריה.
ופרוץ את השערים!!!
היי, הלאה קדימה, מי הראשון
שיעז"""
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00402.JPG,"**
(Left page)
da to cudowne i święte szaleństwo
By sztandar zatknąć równości
braterstwo!
A potem wszyscy razem, i wielcy
i mali
Gmach wzniesiem ogromny z
marmuru i stali
Na którym błyszczeć będzie szcze-
rym złotem ryte
Jedyne nieśmiertelne - wieczne -
K.Z. Lipsk II 1945, Fraternite
O kraju niemieckim
Gdzie spojrzysz tam druty
wciąż druty i druty
Jak garnek pęknięty i dawno
zepsuty.
Co trzyma się jeszcze resztką siły
Który ten by się rozpadł gdyby ich
nie było
I strachu co kryją za swymi kołami
Którymi błyszczą groźnie jak psy

(Right page)
Bękart
Ja bękart, dziecko niczyje
W poszukiwaniu najlepszej, jedynej
Matczynej ciepłej dłoni, matczynej
pieszczoty
Świat wzdłuż i wszerz przeszedłem
I wyłem wyłem z tęsknoty jak pies
Węszyłem, węszyłem długo, długo
błądziłem
Aż wreszcie do Ciebie trafiłem Rosjo
Więc przygarnij „Bękarta” i przytul
jak własne
I pozwól mu pokochać Laki Twoje
jasne
Szerokie, żółte zbóż Twych nadwiślańskie
Dalekie, smętne stepy Akermanu
Te, które dusze wielkiego poety
Zaklęte w najpiękniejsze, tęskne
sonety
I kochać pozwól, Gruzję zalaną słońcem","**
(עמוד שמאל)
כי זהו טירוף נפלא וקדוש
להניף את דגל השוויון והאחווה!
ואחר כך כולם יחד, גדולים
וקטנים
נקים מבנה אדיר מ-
שיש ופלדה
שעליו ינצנץ, חרוט בזהב טהור
הדבר האלמותי היחיד - הנצחי -
מחנה ריכוז ליפסק, פברואר 1945, ""אחווה""
על המדינה הגרמנית
לאן שלא תביט שם גדרות תיל
עוד גדרות ועוד גדרות
כמו סיר סדוק ומזמן
מקולקל.
שמחזיק מעמד רק בשארית כוחותיו
שהיה מתפרק לולא היו הם קיימים
והפחד שהם מסתירים מאחורי גלגליהם
שבהם הם נוצצים באיום כמו כלבים

(עמוד ימין)
ממזר
אני ממזר, ילד של אף אחד
בחיפוש אחר היד האמהית הטובה מכל,
היחידה, החמה, אחר ליטוף אמהי
חציתי את העולם לאורכו ולרוחבו
וייללתי, יייללתי מגעגוע כמו כלב
ריחרחתי, ריחרחתי זמן רב, זמן רב
תעיתי
עד שלבסוף הגעתי אלייך, רוסיה
אז אמצי את ה""ממזר"" וחבקי אותו
כמו ילדך שלך
ותרשי לו לאהוב את שדותייך
הבהירים
הרחבים, הצהובים, של תבואותייך שעל גדות הוויסלה
הערבות הרחוקות, העצובות של אקרמן
אלה, שנשמתו של המשורר הגדול
השביעה בסונטות היפות והנוגות ביותר
ותרשי לו לאהוב את גאורגיה שטופת השמש"
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00403.JPG,"**
(Left page)
Jej noce jasne, upalne i gorące
I niebo gwieździste i aksamitne,
I niebo Kaukazu najbardziej
błękitne
I nawet Sybiru tajgi białe
Zawsze straszące przez życie,
Pozwól mi, pokochać, pokochać
Wilno, ogromną, ogromną miłością,
I pozwól kochać Odessę -
Poetów, kurtyzan, stolicę
I krwią zroszone Stalingradu ulice
I Moskwę mwarną z żelaza-betonu
Pozwól mi pokochać, pokochać do
zgonu
Bo tylko wtedy potrafię zapomnieć
O mojej krzywdzie prastarej,
Ogromnej, i o tym zem!
„Bękart”
K.Z. Lipsk X 1944

(Right page)
Mojej matce Heni B.
Nie będę już płakać -
Przyrzekłem to sobie już raz.
W bólu zakrzepłe serce, jak głaz,
zamknięte w sobie
Pięści podniosę ku niebu groźnie
Śmiechem upiornym mu u... (?)
Wyfrunę duszą za kraty wyfrunę
I śmiać się będę śmiać,
Żem jest przecież wolna, żem też
zapomniała
Lecz Tobie o święta kilka nie tkni[ętych]
tych jeszcze schowałam
By w słońcu Twoich prochów przy[jąć]
spaść zaszlochać
Jak dziecko jeszcze raz zaszlochać...
K.Z. Lipsk X 1944","**
(עמוד שמאל)
את לילותיה הבהירים, הלוהטים והחמים
ואת השמיים זרועי הכוכבים והקטיפתיים,
ואת שמי הקווקז הכחולים ביותר
ואפילו את הלבן של הטייגות בסיביר
שתמיד מאיימות לאורך החיים,
הרשי לי, לאהוב, לאהוב
את וילנה, באהבה עצומה, עצומה,
והרשי לאהוב את אודסה -
עיר הבירה של המשוררים והקורטיזנות
ואת רחובות סטלינגרד המושקים בדם
ואת מוסקבה הרוחשת מברזל ובטון
הרשי לי לאהוב, לאהוב עד
המוות
כי רק אז אוכל לשכוח
את העוול העתיק שנעשה לי,
העצום, ואת העובדה שאני שם!
""ממזר""
מחנה ריכוז ליפסק, אוקטובר 1944.

(עמוד ימין)
לאמי הניה ב'.
לא אבכה עוד -
הבטחתי זאת לעצמי כבר פעם.
לב שקפא בכאב, כאבן,
סגור בתוך עצמו
ארים אגרופים אל השמיים באיום
בצחוק מבעית אליו... (?)
אפרח בנשמתי מעבר לסורגים אפרח
ואצחק, אצחק,
כי הרי אני חופשייה, כי גם
שכחתי
אך לך, הקדושה, שמרתי כמה רגעים
טהורים מאלה שטרם נגעו בהם
כדי שבשמש אפרך אבוא
ליפול ולהתייפח
כמו ילדה, להתייפח עוד פעם אחת...
מחנה ריכוז ליפסק, אוקטובר 1944."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00404.JPG,"**
(Left page)
My Henia
Numery, numery -
raz, dwa, trzy, cztery,
Bezimienne cierpienie, -
Ubranie sztandarowe -
Łachmany - ból zapomniany
I dziś więzienie...
Drżące światło lamp - korytarzy -
Mrzy deszcz pada ............
Krople na kraty
Deszcz ? - A może łzy ?.......
Moje życie
Chcecie wiedzieć, co ja robię?
Znowu życie moje ?
Ja proszę państwa: sortuję nadzieję
Życie swej miłe czas przymagi
szybko mija
Zabija - a więc dobry
Izmili - co nie zabije
Więc proszę pamiętać, to b. przyteczne

(Right page)
co zabija - to dobre -
wszystko inne zbyteczne.........
Chleb Henia
Chciałabym mieć chleb.
Taki duży biały chleb.
Tylko dla siebie cały,
I duży, jeszcze gorący,
I letni, pachnący,
I skórkę chrupiącą,
Brązową - skrzypiącą - chleb -
I zęby zatopić i pieścić w uśmiechu
I smak długo z rozkoszą czuć na
podniebieniu
Tak żebym poczuła jak goi,
Łagodzi nienasycony żołądek
W jego wiecznym głodzie - chleb!
K.Z. Lipsk 1944 r.","**
(עמוד שמאל)
אנחנו, הניה
מספרים, מספרים -
אחת, שתיים, שלוש, ארבע,
סבל חסר שם, -
בגדי פסים -
בלויים - כאב שנשכח
והיום כלא...
אור רועד של מנורות - מסדרונות -
גשם דק יורד ............
טיפות על הסורגים
גשם? - אולי אלו דמעות?.......
חיי
אתם רוצים לדעת מה אני עושה?
שוב חיי שלי?
אני, גבירותיי ורבותיי: ממיינת תקווה
חיי נעימים, הזמן עובר
מהר
זה הורג - ולכן זה טוב
השמיד - מה שלא הורג
אז בבקשה לזכור, זה מאוד שימושי

(עמוד ימין)
מה שהורג - זה טוב -
כל השאר מיותר.........
לחם, הניה
הייתי רוצה שיהיה לי לחם.
לחם לבן גדול כזה.
רק לעצמי, את כולו,
וגדול, ועדיין חם,
ופושר, וריחני,
ועם קרום פריך,
חום - חורק - לחם -
ולנעוץ בו שיניים וללטף אותו בחיוך
ולהרגיש את הטעם זמן רב ובעונג על
החיך
כך שארגיש כיצד הוא מרפא,
מרגיע את הקיבה שאינה יודעת שובע
ברעב הנצחי שלה - לחם!
מחנה ריכוז ליפסק, 1944."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00405.JPG,"**
(Left page)
Alarm
Biegniemy strachem upętani,
Zawstydzeni zawstydzeni.
Z tobołami z walizami,
z lachmanami z numerami,
A - l - a - r - m - - - -
A ja stoję i się śmieje
Bom jest z śmiercią zapen brat
Wszak ona mi towarzyszką
Mej wędrówki 5-ciu lat
Ale Wy się jej boicie?
Ale Wy dziś przed nią drżycie?
Bo Wam może zabrać szczęście
A mnie - jeszcze - tylko... życie...
K.Z. Lipsk 1944 r.

(Right page)
12-cie godzin
A my pracujemy co dzień
Przy produkcji 12-cie godzin...
Wiedzieliście? Jak przez maszyny
Oślizgłe jak węże przepuszcza się
godziny?
Jak z rano na twarzy się czernią
szary czoło
Jak się je zdejmuje tak ciężko powoli
Jak jedną po drugiej olijne, ciężkie,
brunatne dłuto
Całych 12-cie norma niezmienna
12-cie pełnych na każdą codziennie
Jak się je wkręca, przekręca, śrubują
Nadbija nadbija, piłuje, stempluje,
Jak oblepione przechodzą krwią
naszą i potem...
I naszym mozołem, i naszą tęsknotą
I układają je mnożą i mnożą,
I B-g wie, gdzie tam, wywożą, wywożą","**
(עמוד שמאל)
אזעקה
אנחנו רצים כבולים בפחד,
מבוישים, מבוישים.
עם צרורות, עם מזוודות,
עם סמרטוטים, עם מספרים,
א - ז - ע - ק - ה - - - -
ואני עומדת וצוחקת
כי אני עם המוות כמעט אח
הרי הוא מלווה אותי
במסעי מזה 5 שנים
אבל אתם מפחדים ממנו?
אבל אתם רועדים בפניו היום?
כי הוא יכול לקחת מכם את האושר
וממני - עדיין - רק... חיים...
מחנה ריכוז ליפסק, 1944.

(עמוד ימין)
12 שעות
ואנחנו עובדות כל יום
בייצור 12 שעות...
ידעתם? איך דרך מכונות
חלקלקות כנחשים מעבירים את ה-
שעות?
איך מהבוקר על הפנים משחיר
מצח אפור
איך מסירים אותן כל כך בכבדות ובאיטיות
כמו אזמל משומן, כבד, חום
אחד אחרי השני
12 שעות מלאות, הנורמה קבועה
12 שעות מלאות בכל יום ויום
איך מבריגים אותן, מסובבים, מהדקים
מכים ומכים, מנסרים, מחתימים,
איך הן עוברות דביקות בדמנו
ובזיעתנו...
ובעמלנו, ובגעגועינו
ועורמים אותן, עוד ועוד,
ואלוהים יודע לאן הן מובלות, מובלות"""
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00406.JPG,"**
(Left page)
12-cie pełnych norma niezmienna
12-cie pełnych na każdą codziennie
Jedno pytanie chcę zadać jedynie:
Na co potrzebne są nam te
godziny?......
Rozmowa
Za Twoją pilną pracę -
Premię otrzymać masz - rzekł Niemiec -
A Francuzka z dumą odparła: mierz (...)
Ja pracuję bo muszę -
Pan tego nie czuje?
Wyróżnienie mnie hańbi
Niech pan nie dziękuje!
I niech mi nie płaci
Za to że wyrabiam śmierć
dla moich braci...
K.Z. Lipsk IX 1944.

(Right page)
Do Ojca Henia K.
A ja ciebie więcej nigdy nie zobaczę
I Ty się nie dowiesz jak strasznie
bolało
To że Cię kochałam, po stokroć za
mało.
A ja Ci nie powiem i nie wytłu-
maczę
Bo Cię przecież więcej nigdy nie
zobaczę.
A ja na Twym grobie - - -
nigdy nie zapłaczę
Bo nie wiem gdzie grób Twój,
I nie wiem gdzieś skonał?
Na płytę nie padnę boleścią
rażona
Tęsknotą po Tobie, cierpieniem,
rozpaczą
A ja na Twym grobie lampki
nie zapalę","**
(עמוד שמאל)
12 שעות מלאות, הנורמה קבועה
12 שעות מלאות בכל יום ויום
רק שאלה אחת אני רוצה לשאול:
למה נחוצות לנו ה-
שעות האלה?......
שיחה
""עבור עבודתך המסורה -
עלייך לקבל פרס"" - אמר הגרמני -
והצרפתייה השיבה בגאווה: (...)
אני עובדת כי אני חייבת -
אתה לא מרגיש את זה?
ההצטיינות מביישת אותי
אל תודה לי!
ואל תשלם לי
על כך שאני מייצרת מוות
עבור אחיי...
מחנה ריכוז ליפסק, ספטמבר 1944.

(עמוד ימין)
לאבי, הניה ק'.
ואני לא אראה אותך יותר לעולם
ואתה לא תדע עד כמה
זה כאב
העובדה שאהבתי אותך, פי מאה פחות
מדי.
ואני לא אגיד לך ולא אס-
ביר
כי הרי לא אראה אותך עוד לעולם.
ואני על קברך - - -
לעולם לא אבכה
כי אינני יודעת איפה קברך,
ואינני יודעת איפה נפחת את נשמתך?
לא אפול על המצבה מוכת
כאב
של געגוע אליך, של סבל,
של ייאוש
ואני לא אדליק נר
על קברך"""
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00407.JPG,"**
(Left page)
Bo nie znam dnia tego, miesiąca
najgroźniejszego
Bo zabrał mi ciebie, zabrał Cię
dlaczego?
W dalekie mroźne, bezkresne dale
A ja Twej krzywdy nigdy nie
zapomnę!
I pomszczę ją, pomszczę życiem
każdym czynem
Bo tylko wtedy obmyję swą winę
Żem Cię opuściła w Twej trwodze
ogromnej
A ja Twej krzywdy nigdy nie
zapomnę!!!
K.Z. Lipsk IX 1944 r.

(Right page)
Rok 1944
Ktoś powie; że to był rok tylko.
Trzy razy po cztery miesiące
Ja powiem; że to dni były
I noce się nie kończące...
A dzień 12-cie miał godzin
choć każde 700-set minut miało
Minuta 60-siąt sekund - (3600)
A każda sekunda bolała.........
Powitanie Roku 1945
O! Nowy Roku z radością cię witamy
Ty pewnie wolność dziś przyniesiesz nam
Hańbiące kraty na wieki rozbijemy
Słońce wolności niech zabłyśnie nam.
Dosyć mamy lagrów, apeli i drutów
Serca w rozpaczy już zakrzepły nam
Ach! zepchnij z serc naszych ucisk
żołdackich butów
Uchyl nam wreszcie tych więziennych
bram......","**
(עמוד שמאל)
כי אינני מכירה את היום ההוא, את החודש
הנורא מכל
כי הוא לקח אותך ממני, למה לקח אותך?
אל המרחקים הקפואים והאינסופיים
ואני לעולם לא אשכח את ה-
עוול שנעשה לך!
ואנקום אותו, אנקום בחיי,
בכל מעשה
כי רק אז אשטוף את אשמתי
על כך שעזבתי אותך בפחדך
הנורא
ואני לעולם לא אשכח את ה-
עוול שנעשה לך!!!
מחנה ריכוז ליפסק, ספטמבר 1944.

(עמוד ימין)
שנת 1944
מישהו יגיד; שזו הייתה רק שנה.
שלוש פעמים ארבעה חודשים
אני אגיד; שאלו היו ימים
ולילות ללא קץ...
וביום היו 12 שעות
למרות שכל אחת ארכה 700 דקות
דקה היא 60 שניות - (3600)
וכל שנייה כאבה.........
ברכת שנת 1945
הו! שנה חדשה, בשמחה אנו מברכים אותך
את בטח תביאי לנו חירות היום
ננפץ לעד את הסורגים המבישים
שמש החירות תזרח עלינו.
די לנו ממחנות, ממפקדים ומגדרות תיל
לבבותינו כבר קפאו בייאוש
אח! הדפי מעל לבנו את דיכוי
מגפי החיילים
פתחי לנו סוף סוף את שערי הכ-
לא הללו......"""
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00408.JPG,"**
(Left page)
Migawki
Ja, K... nr. 906 piszę wiersze
Nie wszystkim ? słowo honory najo szczersze
Bo oto właśnie chodzi -
Że mój ojciec nie był słodki
I ja wcale nie jestem ......
Powiedzmy biedny .........
Ale wcale porządną panną
Wyręczmy się fachowo
Na (?) rowną...
Jak dobrze nam po latach tylu
Znów do rodzinnych stron wrócić
I poczuć wiew ojczystej ziemi
We własnym domu wolnym być
Jak dobrze nam po latach tylu
Daremnych marzeń, próżnych snów
Wolnymi oczy objąć ziemię
We wolnym domu wolnym znów
Już mamy dom swój własny
dom

(Right page)
Już koniec bólom koniec łzom
Bo dom nasz czeka okrągły dom
K.Z. Lipsk XII 1944 r.
W Kieracie
Wyrwani z łona rodziny,
Rzuceni wrogom na żer,
związani przeklętym węzłem,
Ludzie ze wszystkich sfer.
Snują się tam i sam
pokryte skórą szkielety,
widziadła ludzkich rozbitków,
młode bezpłciowe kobiety.
Choć głód wykręca wnętrzności,
choć serce przestaje bić
muszą te nędzne istot[y] -
cierpieć, milczeć i ... żyć
mięśni napiętych wysiłek
maszyny wprawia w ruch,
aż kości trzeszczą w stawach
a do krzyża przyrasta brzuch.","**
(עמוד שמאל)
הבזקים
אני, ק... מס' 906 כותבת שירים
לא לכולם? מילת כבוד הכי כנה
כי בזה בדיוק מדובר -
שאבי לא היה מתוק
וגם אני ממש לא ......
נניח ענייה .........
אלא עלמה הגונה למדי
בואו נעשה זאת בצורה מקצועית
על (...) שווה...
כמה טוב לנו אחרי שנים כה רבות
שוב לשוב למחוזות המשפחה
ולהרגיש את משב אדמת המולדת
בביתנו שלנו להיות חופשיים
כמה טוב לנו אחרי שנים כה רבות
של חלומות שווא, של חזיונות ריק
בעיניים חופשיות לחבק את האדמה
בבית חופשי שוב להיות חופשיים
כבר יש לנו בית משלנו
בית

(עמוד ימין)
כבר סוף לכאבים, סוף לדמעות
כי ביתנו מחכה, בית עגול
מחנה ריכוז ליפסק, דצמבר 1944.
במכבש
עקורים מחיק המשפחה,
מושלכים לטרף לאויבים,
קשורים בקשר ארור,
אנשים מכל השכבות.
משוטטים שם ופה
שלדים מכוסים בעור,
רוחות רפאים של שרידי אדם,
נשים צעירות חסרות מין.
למרות שהרעב מעוות את המעיים,
למרות שהלב מפסיק לפעום
היצורים העלובים הללו חייבים -
לסבול, לשתוק ו... לחיות
מאמץ השרירים המתוחים
מניע את המכונה,
עד שהעצמות חורקות במפרקים
והבטן נדבקת לגב."
